transaction_amount,transaction_time,location,device_type,transaction_type,transaction_frequency,past_fraud,fraudulent
37.8,18,1,2,3,26,0,0
53.12,4,2,0,4,1,0,0
37.41,3,3,0,1,22,0,0
4.18,14,5,1,3,30,0,0
9.71,20,7,3,2,22,0,0
15.68,6,7,0,3,33,0,0
18.64,4,0,0,2,5,0,0
37.36,14,7,3,1,36,0,0
23.99,13,0,3,0,46,0,0
5.28,23,5,3,4,10,0,0
29.38,23,6,1,1,1,0,0
36.99,2,5,0,0,12,0,0
35.16,4,1,0,2,49,0,1
59.19,11,7,3,4,3,0,0
46.24,19,4,2,3,10,0,0
31.79,13,2,1,1,1,0,0
18.72,4,2,3,3,19,0,1
3.82,23,4,3,4,18,0,0
30.86,3,0,0,1,45,0,1
24.72,20,5,2,1,31,0,0
26.35,15,3,1,3,49,0,0
5.6,6,1,2,3,22,0,0
6.81,2,0,2,0,4,0,0
57.58,21,5,0,3,41,0,1
19.31,3,4,3,2,10,0,0
39.71,19,1,3,0,10,0,0
20.66,21,4,2,3,15,0,1
20.69,5,3,1,1,5,0,1
51.33,2,0,1,3,43,1,1
11.99,0,7,0,4,45,0,0
22.11,2,1,1,0,17,0,0
12.65,23,0,0,1,18,1,0
13.01,7,1,2,3,48,0,1
14.74,15,1,1,4,5,0,0
25.08,21,7,3,0,8,1,0
12.44,6,0,2,0,46,0,1
70.51,17,2,0,0,27,0,0
8.21,8,7,2,1,25,0,0
16.66,2,3,2,3,26,0,1
12.94,17,0,0,1,45,1,0
85.37,15,4,1,2,23,1,1
24.45,20,4,1,3,41,0,1
56.36,0,2,3,2,23,0,0
4.55,20,4,1,3,29,0,0
26.23,19,6,0,0,33,0,0
48.89,15,5,0,1,18,0,0
21.81,11,0,0,2,7,0,0
58.29,5,2,1,0,32,0,0
11.97,20,4,0,0,41,0,0
82.22,8,0,1,2,7,0,0
200.12,20,0,0,3,8,0,0
13.97,12,0,0,2,21,0,0
12.86,23,7,1,1,42,0,1
85.92,11,1,3,4,17,0,0
97.47,12,6,3,3,33,0,0
11.91,17,3,3,0,30,0,0
13.19,18,3,1,2,2,0,1
15.15,18,0,0,4,46,0,1
5.24,18,2,1,2,36,0,0
8.02,5,4,2,4,22,0,1
7.36,15,7,2,3,32,0,0
9.32,6,0,1,2,49,0,0
19.4,6,1,2,2,25,0,0
25.39,22,1,3,4,49,0,0
94.68,18,0,3,1,8,0,0
7.4,15,3,3,0,33,0,0
53.75,16,4,2,4,29,0,0
16.22,21,1,3,2,17,0,0
19.12,18,5,3,4,40,0,0
39.44,15,2,3,4,45,0,0
6.54,15,2,1,2,2,0,0
29.44,18,1,0,2,49,0,1
23.72,14,3,0,1,39,0,0
32.87,2,7,1,1,48,0,0
26.82,14,0,3,1,49,0,0
234.0,15,5,3,2,31,0,1
10.61,19,5,1,3,4,0,0
11.81,4,0,1,1,42,0,0
10.77,18,7,2,0,26,0,0
11.53,9,5,1,3,9,1,0
10.62,12,6,3,1,31,0,0
65.96,14,1,1,0,10,0,0
83.14,11,5,3,2,6,0,0
11.35,16,7,2,0,44,0,1
8.74,14,4,1,1,26,0,0
32.18,3,1,2,4,11,0,0
11.56,14,3,3,4,15,1,0
37.82,16,3,3,0,20,0,0
24.6,10,0,3,2,14,0,0
4.41,22,3,3,3,44,0,0
94.4,22,6,2,4,21,0,0
121.01,14,3,1,3,44,0,1
10.88,19,1,1,2,27,0,0
13.63,20,2,3,4,30,0,0
26.73,6,2,3,2,7,0,0
28.06,12,1,2,1,37,0,0
38.8,21,2,2,3,15,0,0
149.94,12,5,3,1,16,1,0
16.83,19,2,3,2,43,0,1
9.04,19,7,1,2,20,0,0
5.06,1,6,1,0,49,1,1
9.67,9,4,1,0,38,0,0
19.43,17,3,3,4,20,0,0
120.85,19,2,0,1,22,0,0
11.97,4,2,2,1,6,0,0
25.12,19,7,2,2,44,0,1
19.76,18,4,2,0,40,0,1
65.92,1,0,3,3,20,0,0
251.37,3,6,3,2,5,0,0
11.81,15,0,2,1,11,0,0
12.31,20,6,2,1,2,0,0
57.06,15,2,2,2,30,0,0
39.72,16,5,3,2,8,0,0
127.32,14,2,0,2,40,0,0
36.01,12,5,0,1,8,0,0
14.02,0,0,0,3,17,0,0
36.26,21,7,1,1,39,0,0
60.87,4,3,1,2,35,0,0
45.63,19,1,3,0,30,0,0
33.36,0,3,0,3,1,0,0
58.36,11,2,0,4,5,0,0
64.67,22,2,1,1,16,0,0
80.01,14,5,0,3,36,0,0
38.43,3,6,2,3,15,0,1
16.99,18,0,1,2,49,0,0
23.26,15,0,2,3,17,0,0
67.12,22,0,0,1,13,0,0
8.87,17,5,3,0,24,0,0
29.04,16,6,0,3,43,0,0
13.55,10,6,3,1,48,0,0
20.67,19,7,2,2,4,0,0
72.13,12,6,2,3,47,0,1
24.32,23,6,0,4,44,0,1
21.04,21,2,1,4,46,0,0
5.16,8,1,2,0,13,0,0
42.36,16,0,3,2,9,0,0
38.3,16,1,3,1,26,1,0
174.73,4,3,1,3,47,0,0
14.76,21,3,0,1,16,0,0
25.01,7,3,2,4,42,0,1
25.77,2,5,0,2,37,0,0
97.27,5,3,2,1,43,0,0
18.26,2,0,0,3,6,0,0
26.55,7,7,1,2,11,0,0
36.89,11,3,3,3,2,0,0
24.21,3,3,0,3,30,0,1
12.85,1,7,0,2,19,0,0
24.39,9,2,2,2,23,0,1
58.77,14,3,0,3,47,0,0
7.2,12,7,0,4,12,0,0
22.94,23,1,1,3,39,0,0
9.97,14,2,0,2,6,0,0
66.36,21,4,1,0,43,0,1
4.38,18,6,1,1,36,0,0
11.49,17,5,1,3,46,0,0
29.29,12,2,2,1,42,0,0
96.11,19,2,1,3,15,0,0
18.81,19,1,2,3,36,0,0
11.53,0,4,3,0,13,0,0
131.78,15,7,1,2,8,0,0
4.72,7,0,0,4,25,0,0
2.23,22,0,1,2,24,1,0
31.19,5,3,3,1,31,0,0
12.16,2,6,1,1,40,0,0
7.23,19,7,2,3,13,0,0
40.79,15,4,3,2,29,0,0
25.63,1,1,3,0,32,0,0
11.43,22,7,2,4,43,0,0
5.58,1,7,2,2,37,0,0
48.06,14,1,0,3,18,0,0
38.48,9,2,3,1,26,0,0
18.19,0,6,1,2,18,0,0
127.31,21,7,2,1,34,0,0
6.89,19,1,0,3,31,0,0
4.37,14,0,2,1,15,0,0
10.06,23,5,2,3,37,0,0
19.19,0,7,0,4,20,0,0
25.62,21,5,3,0,28,0,0
15.78,15,1,1,1,4,0,0
28.56,17,2,2,2,8,0,0
5.75,23,7,3,4,18,0,0
85.09,4,5,0,0,32,0,0
18.5,20,2,0,2,23,0,0
61.39,4,3,0,2,15,0,0
28.3,22,3,3,3,44,0,0
31.71,22,7,1,0,7,0,0
35.51,9,2,3,2,48,0,0
31.43,22,1,3,2,31,0,0
38.2,11,3,0,2,32,0,0
75.88,9,0,2,4,40,0,0
24.45,1,7,2,0,14,0,1
40.81,23,7,0,3,19,0,0
18.36,0,3,2,4,40,0,1
84.78,15,0,0,4,16,0,0
10.21,17,5,3,4,9,0,0
121.62,6,1,0,3,1,0,0
19.29,3,2,1,3,25,0,1
4.8,9,4,1,4,8,0,0
22.83,9,3,1,4,39,0,0
10.16,10,7,3,1,32,0,0
46.56,2,1,2,3,8,0,1
10.46,13,3,3,2,13,0,0
12.86,12,5,2,0,3,0,0
3.04,18,1,3,0,2,0,0
12.78,9,6,3,0,45,0,1
1.78,14,7,1,4,28,0,0
4.12,7,5,3,3,4,0,0
42.97,16,2,1,1,23,0,0
44.07,5,1,3,1,34,0,0
30.74,6,0,0,0,7,0,0
7.64,13,3,1,2,30,0,0
19.15,7,0,0,2,9,0,0
20.01,11,4,3,2,19,0,0
6.31,17,1,3,2,9,0,0
90.32,13,2,0,1,23,0,0
48.3,0,0,2,1,11,0,0
16.1,3,0,2,3,13,0,1
20.63,16,0,2,1,29,0,0
24.74,17,7,3,3,31,0,0
2.61,18,1,2,3,8,0,1
15.69,3,3,2,4,46,0,1
10.16,5,4,3,1,19,0,1
7.38,7,7,3,2,5,0,0
15.16,14,0,2,0,48,0,0
121.23,19,5,2,3,27,0,0
38.12,0,5,0,0,39,0,0
11.35,4,3,3,2,14,0,1
35.61,15,7,3,3,22,0,0
81.4,20,6,0,3,22,0,0
50.63,5,6,1,1,5,0,0
21.32,20,5,1,4,16,0,0
10.52,9,0,3,0,39,0,1
40.38,9,2,3,2,26,0,0
29.77,4,1,2,4,16,0,0
49.17,7,4,1,4,12,1,0
37.91,0,7,2,1,16,0,1
57.37,4,3,1,3,49,1,1
11.76,0,2,0,2,40,0,0
74.99,6,7,2,4,12,0,0
24.47,14,0,0,4,32,0,0
160.01,22,1,0,0,5,1,0
10.08,23,4,1,2,36,1,0
113.97,13,7,3,2,28,0,0
24.48,22,5,3,4,44,0,1
10.47,8,4,0,3,4,0,0
12.38,7,7,3,2,39,0,0
14.58,7,3,2,2,39,0,0
30.7,2,2,1,0,29,0,0
33.88,19,1,2,0,19,0,0
11.32,3,5,3,0,25,0,0
19.6,16,5,0,3,35,0,0
171.1,5,1,1,3,24,0,1
113.02,1,4,0,2,19,0,1
31.07,8,6,1,3,23,0,0
20.86,13,7,2,0,31,0,0
22.65,0,7,3,3,19,0,0
37.1,16,6,2,2,32,0,0
7.22,10,1,0,4,13,0,0
15.53,5,1,2,1,46,0,1
3.79,0,4,3,3,18,1,1
29.94,18,4,3,4,7,0,0
38.37,15,1,2,2,45,0,1
12.39,17,5,1,4,24,0,0
96.93,10,0,3,4,46,0,0
5.9,8,7,3,4,17,0,0
4.64,20,0,3,0,15,0,1
25.14,5,7,3,3,9,0,1
57.23,1,3,1,4,34,0,0
108.19,7,5,1,2,35,0,0
12.69,21,4,0,1,8,0,0
59.07,15,7,0,1,11,0,0
19.33,7,5,0,1,24,0,0
16.9,7,6,2,0,42,0,0
48.6,13,1,2,3,30,0,0
38.56,0,4,0,1,21,0,1
4.15,6,5,3,0,43,0,0
87.93,1,5,0,2,35,0,1
79.85,14,1,2,2,12,0,0
10.74,23,0,1,0,9,0,0
29.84,17,3,3,3,12,0,0
32.92,3,6,3,2,28,0,0
26.07,17,4,3,3,29,0,0
11.58,22,2,2,0,46,0,0
10.26,4,0,3,2,45,0,0
19.58,15,5,3,2,40,0,0
64.89,12,4,1,4,35,0,0
34.59,8,3,3,2,29,0,0
13.87,4,2,2,1,6,0,1
43.45,7,7,3,4,16,0,0
1.16,17,0,2,0,46,0,1
63.36,2,7,1,1,28,0,1
3.53,5,0,1,1,1,0,1
13.98,10,4,3,3,29,0,1
6.56,22,1,0,4,40,0,0
5.5,13,2,1,3,6,0,0
64.12,23,4,3,4,27,0,0
12.58,18,1,1,4,37,0,0
28.4,6,7,1,1,22,0,0
19.16,23,0,2,2,7,0,0
32.36,9,0,0,3,1,0,0
21.69,14,0,2,3,13,0,0
5.57,5,3,3,1,48,0,0
54.39,19,0,3,2,44,0,0
12.26,5,2,2,4,14,0,1
4.24,15,6,0,4,15,0,0
13.09,8,3,0,2,12,0,0
90.09,18,2,0,4,49,0,1
47.0,17,5,1,3,41,0,0
14.17,4,2,3,3,4,1,1
14.16,15,7,1,3,44,0,1
14.56,6,2,2,1,43,0,1
160.25,18,6,0,4,21,0,0
29.43,4,3,1,1,2,0,1
30.88,19,5,0,4,21,0,0
56.28,10,0,1,3,14,0,0
25.5,22,3,3,3,44,0,1
15.5,17,3,0,2,2,0,0
16.5,6,4,1,4,11,0,0
18.7,17,5,2,0,37,0,0
19.35,2,7,1,1,14,0,0
41.58,4,4,2,3,47,0,0
21.16,22,5,2,2,20,0,0
41.79,12,6,0,2,35,0,0
18.53,15,7,3,3,27,0,0
21.73,21,1,2,4,49,0,0
2.72,11,6,2,2,6,0,0
50.22,6,7,3,4,7,0,0
28.4,21,7,3,2,45,0,1
54.49,12,0,3,1,1,0,0
1.11,0,5,2,4,13,0,0
162.13,14,2,3,2,38,0,0
17.47,20,2,2,3,17,0,0
60.84,11,3,2,0,38,0,0
7.1,16,3,2,3,36,0,0
37.07,22,1,3,4,38,0,0
7.0,19,7,2,3,1,0,0
10.76,4,1,0,3,1,0,0
136.19,16,4,2,0,19,0,0
16.6,23,1,3,3,30,0,0
24.96,14,1,3,2,13,0,0
47.95,19,2,2,1,7,0,0
32.97,18,7,2,0,43,0,0
23.35,0,5,2,4,20,0,1
28.93,3,0,0,2,44,0,0
222.16,2,0,3,4,9,0,1
18.96,7,1,0,0,13,0,0
24.56,8,7,3,0,39,0,0
57.44,11,6,1,3,20,0,0
60.67,4,0,3,0,25,1,0
65.83,8,1,2,4,5,0,0
38.04,0,2,3,0,48,0,0
6.4,22,3,3,1,25,0,0
102.87,10,6,1,3,12,0,0
6.38,6,1,1,0,26,0,0
27.18,21,4,0,1,22,0,0
9.45,19,4,0,4,1,0,0
18.84,13,4,2,4,8,0,0
27.9,2,2,0,1,36,0,1
27.7,10,3,0,1,49,0,0
30.63,16,4,1,0,3,0,0
100.86,17,4,2,3,22,0,0
31.61,18,4,2,3,40,0,0
15.73,17,1,0,2,21,0,0
52.67,5,2,2,1,21,0,1
65.99,14,2,2,4,31,0,0
5.88,6,5,1,2,1,0,0
36.5,4,2,0,1,41,0,1
40.49,4,1,2,1,27,0,1
14.92,6,7,0,2,2,1,0
79.5,21,2,0,3,29,0,0
17.29,11,6,2,1,42,0,1
22.77,7,2,3,2,46,0,0
16.89,17,2,2,0,1,0,1
20.4,17,0,3,0,42,0,0
6.71,16,6,1,4,8,0,0
4.76,22,1,0,3,35,0,0
98.94,10,3,3,2,45,0,0
8.61,14,5,0,3,35,0,0
7.45,19,0,1,3,7,0,0
2.33,5,3,1,2,23,0,0
10.6,11,1,3,1,23,0,0
5.35,22,1,1,0,43,0,0
103.75,6,0,0,4,46,0,0
55.14,7,6,1,1,39,0,0
10.09,3,3,1,3,19,0,0
191.03,2,2,3,3,15,0,0
53.61,2,6,1,2,8,0,0
14.51,9,6,2,0,33,0,0
1.65,23,5,0,0,35,0,1
198.53,14,6,3,4,40,0,0
5.0,12,3,2,1,13,0,0
3.88,18,1,3,4,31,0,0
55.84,7,0,2,3,7,0,0
230.39,17,5,1,3,20,0,0
80.18,4,0,2,0,38,0,0
35.3,20,0,2,3,8,0,0
36.41,6,2,2,1,36,0,0
47.15,4,4,0,1,14,0,1
42.9,18,7,3,4,30,0,0
26.61,16,3,1,1,9,0,0
22.29,18,2,1,3,13,0,0
18.87,3,7,0,2,12,0,0
9.45,21,7,0,0,2,0,0
15.17,23,6,0,0,38,0,0
3.7,6,3,2,0,21,0,0
18.2,23,4,0,2,29,0,0
7.47,21,0,0,3,20,0,0
6.66,5,7,2,1,9,0,0
24.04,13,5,3,3,15,0,0
80.8,21,0,0,4,33,0,0
50.32,18,5,0,3,7,0,0
4.18,19,2,2,3,3,0,0
7.47,10,1,2,0,23,0,0
51.46,21,7,2,3,22,0,0
7.52,6,4,3,2,39,0,0
16.04,2,0,0,0,13,0,0
34.82,19,5,0,4,9,0,0
7.63,21,4,2,2,34,0,0
22.32,16,2,2,2,12,0,0
5.29,10,1,0,4,34,0,0
11.01,14,3,0,1,45,0,0
27.65,6,5,0,3,33,0,0
4.08,14,5,2,3,35,0,0
31.2,16,0,3,1,28,0,0
19.69,10,0,3,4,39,0,0
34.9,11,2,0,1,3,1,0
25.13,12,5,1,0,47,0,1
78.58,10,7,3,0,12,0,0
22.77,10,2,1,0,43,0,0
13.07,8,5,1,1,13,0,0
22.7,10,2,0,2,3,0,0
34.58,3,7,2,0,18,0,0
21.09,1,4,1,1,47,0,0
20.92,22,7,0,0,26,0,0
9.95,3,5,2,0,10,0,1
10.35,13,4,3,3,4,0,0
4.94,4,3,0,1,37,0,0
115.54,16,0,3,3,12,0,0
5.79,11,3,0,4,16,0,0
10.05,5,7,1,0,17,0,0
9.79,11,2,2,0,40,0,0
49.15,14,7,1,3,31,0,0
14.96,22,3,0,1,26,0,0
69.95,18,2,0,2,2,0,0
10.24,9,0,1,2,29,0,0
26.55,1,7,0,4,30,0,0
8.71,11,2,3,1,48,0,1
171.6,11,0,1,1,47,0,0
6.13,6,6,2,3,11,0,0
27.38,0,3,3,0,37,0,0
37.86,17,6,3,0,34,0,0
30.38,2,7,0,1,7,0,0
16.69,19,0,1,2,39,0,0
17.64,4,0,0,4,29,0,0
20.99,19,6,1,3,33,1,1
17.34,14,7,1,1,49,0,0
52.66,9,0,2,4,27,0,0
183.19,18,5,0,1,16,1,1
11.5,0,2,1,4,17,0,1
5.1,6,1,2,4,11,0,0
18.39,21,4,1,0,14,0,1
264.99,17,6,0,3,13,0,0
8.99,1,5,1,3,35,0,1
103.45,18,3,3,0,26,0,0
107.52,23,1,0,2,25,0,0
11.55,23,0,3,3,40,0,0
35.48,9,2,2,0,44,0,1
102.35,14,4,1,4,43,0,0
13.75,9,5,0,4,12,0,0
16.39,9,1,2,3,47,0,0
11.23,11,2,3,4,4,0,0
7.28,7,2,3,3,42,0,0
10.49,22,1,3,1,48,1,0
5.91,13,5,3,0,41,0,0
20.78,1,0,2,2,49,0,1
9.3,16,1,1,3,27,0,0
25.38,5,6,2,2,45,0,1
4.24,7,2,1,0,8,0,0
27.96,0,3,0,0,8,0,1
46.23,2,0,3,1,29,0,0
2.74,14,7,2,0,3,0,0
29.2,16,4,0,4,21,0,0
68.56,6,7,1,2,31,0,0
5.99,13,4,0,0,13,0,0
106.97,23,1,0,0,31,0,0
30.54,2,4,1,2,17,0,0
9.92,17,1,0,2,48,0,0
19.0,21,2,3,1,32,0,0
35.1,4,2,1,0,24,0,0
21.67,19,4,1,4,2,0,0
34.42,21,1,2,4,42,0,1
8.0,14,7,0,1,3,0,0
23.79,5,3,3,0,26,0,1
4.89,2,2,3,2,2,0,0
17.97,17,2,1,4,33,0,0
8.13,23,6,0,0,34,0,0
9.63,19,5,1,1,26,0,0
69.14,21,6,3,1,34,0,0
59.82,2,3,3,2,38,0,1
36.93,7,4,3,1,14,0,0
6.74,18,7,1,1,31,0,0
14.64,17,5,0,1,20,0,0
67.57,14,4,0,4,10,0,0
23.14,22,4,1,2,20,0,0
204.25,13,7,3,2,33,0,0
29.76,15,1,0,2,45,0,0
24.34,2,7,3,1,48,0,1
14.74,14,4,1,1,2,0,0
22.96,18,3,0,4,46,0,0
17.25,7,3,0,1,12,0,0
40.78,1,6,1,4,16,0,0
52.28,16,5,1,2,9,0,0
9.15,11,3,0,4,11,1,1
5.31,18,5,2,0,21,0,1
3.2,10,7,3,3,12,0,0
33.38,17,0,2,1,4,1,0
6.66,12,7,0,2,26,0,0
2.33,13,1,2,3,19,0,0
29.62,11,5,1,3,42,0,0
242.98,14,6,3,2,47,0,1
19.96,22,7,1,3,17,0,0
46.46,20,6,1,4,44,0,0
21.8,7,3,1,2,1,0,0
18.19,1,5,1,2,48,0,0
50.35,7,7,3,4,8,1,0
15.03,22,6,0,0,30,0,0
26.24,4,2,0,0,41,0,1
27.71,1,6,3,3,24,0,1
10.3,9,1,1,2,43,0,0
54.17,22,2,2,4,17,0,0
16.86,9,5,0,2,30,0,0
9.43,3,0,1,4,41,1,0
34.35,3,3,2,0,43,0,0
8.18,7,2,2,0,9,0,0
20.66,5,6,1,3,2,0,0
19.9,14,4,3,4,26,0,0
59.5,17,7,1,0,32,0,0
32.29,20,7,3,1,27,0,0
19.59,21,3,2,0,41,0,0
45.5,7,0,0,2,11,0,0
80.66,19,0,3,4,1,0,0
35.09,6,3,3,1,37,0,0
20.29,22,4,3,0,18,0,0
5.41,19,3,0,0,8,0,0
6.92,16,3,1,4,27,0,0
14.8,18,5,2,1,18,0,0
10.92,1,5,2,4,9,0,1
16.66,11,5,3,0,2,0,0
21.26,18,7,2,3,17,0,0
34.11,4,4,3,4,11,0,1
18.72,11,6,0,0,46,0,0
32.67,16,5,3,4,6,0,0
21.42,4,3,0,0,5,0,1
2.79,1,2,3,4,12,0,0
7.85,3,2,3,0,44,0,0
17.39,5,0,0,1,42,0,1
5.99,8,2,1,2,35,0,0
36.6,21,2,0,2,24,0,0
92.83,9,2,3,4,30,0,0
67.95,10,0,2,0,17,0,0
16.23,1,1,1,2,47,0,1
89.19,23,7,2,2,36,1,1
23.3,20,2,1,4,6,0,0
14.34,8,4,3,4,32,0,0
10.88,19,2,1,4,34,0,0
14.84,16,2,2,3,44,0,1
13.62,8,7,0,1,16,0,0
23.82,7,0,1,1,7,0,0
23.58,4,6,1,1,32,1,0
20.15,4,1,3,0,17,0,0
31.09,5,7,3,0,32,0,0
66.07,15,2,1,1,14,0,0
51.91,0,0,3,4,26,0,0
4.55,8,0,3,3,9,0,0
1.56,20,4,0,1,13,0,0
51.13,6,5,1,4,25,0,0
5.12,10,7,2,2,12,0,0
16.04,14,7,0,3,45,0,0
6.23,23,6,3,0,16,0,0
3.31,4,0,0,2,49,0,0
34.52,18,0,1,2,30,0,0
42.91,5,1,1,2,21,0,0
11.29,22,5,1,4,24,0,0
1.51,13,5,2,1,43,0,0
11.63,19,6,2,2,5,1,1
29.72,13,0,2,1,47,0,1
4.58,10,5,3,2,33,0,0
24.13,3,3,1,4,49,0,1
19.78,9,6,1,1,31,0,0
35.85,1,6,2,0,9,0,1
22.64,3,3,0,3,49,0,0
7.59,19,6,0,2,35,0,0
66.46,9,5,3,2,8,0,0
17.14,0,5,0,4,11,0,0
19.54,13,7,3,3,17,1,0
7.9,17,5,0,1,16,0,0
12.89,11,3,0,2,20,0,0
8.29,18,7,0,0,27,0,0
16.9,22,5,1,0,14,0,0
111.24,11,3,2,4,22,0,0
5.09,4,4,1,2,49,0,0
4.0,3,3,2,4,7,0,0
87.46,12,3,0,3,11,0,0
16.29,17,7,2,0,17,0,0
10.29,11,4,1,0,13,0,0
56.82,15,6,2,4,17,1,1
10.96,22,1,2,3,11,0,0
124.71,5,0,2,1,4,0,0
39.56,6,3,0,3,16,0,0
12.33,23,5,2,4,31,0,0
173.7,8,3,0,4,21,0,0
10.96,9,0,0,3,33,0,0
42.19,4,2,3,4,13,0,0
27.09,20,6,2,0,49,0,1
73.83,3,4,0,4,29,0,1
95.73,10,5,2,1,15,0,0
20.74,18,6,2,0,10,0,0
9.46,6,6,1,2,33,0,0
31.82,12,2,3,0,15,0,0
10.2,12,3,2,0,43,0,0
150.41,20,5,2,0,13,0,0
23.02,22,4,0,3,35,0,0
13.94,17,1,0,2,21,0,0
24.16,8,4,1,1,30,0,0
5.22,12,4,3,0,48,0,1
7.6,12,6,3,3,46,0,1
66.71,4,0,3,4,43,0,0
10.41,11,1,2,2,42,0,1
7.05,0,4,3,1,45,0,1
34.35,17,1,1,2,7,0,0
65.74,20,7,1,1,49,0,1
41.22,20,3,2,1,24,0,0
54.38,21,1,2,4,16,0,0
9.42,23,5,2,1,5,0,0
4.85,16,3,0,4,6,0,0
90.14,9,4,2,0,2,0,0
14.55,8,0,1,2,3,0,0
15.63,19,1,2,1,10,0,0
75.81,7,3,0,4,24,0,0
35.03,14,5,2,0,48,0,1
31.69,12,6,0,2,33,0,0
175.04,20,2,0,0,20,0,0
10.55,16,3,0,3,22,0,0
50.8,8,0,2,2,32,0,0
21.26,23,2,2,4,30,0,0
26.27,20,7,1,1,3,0,0
92.62,10,4,3,4,4,0,0
33.38,3,6,2,4,4,0,1
34.41,23,0,1,4,39,0,0
58.7,6,5,3,2,31,0,0
13.94,19,0,1,2,9,0,0
8.68,22,6,3,3,30,0,0
7.07,21,2,1,0,29,0,0
2.81,2,5,2,4,25,0,1
156.99,9,0,3,3,39,0,0
6.66,2,4,0,3,35,0,0
16.1,0,1,1,2,25,0,0
15.23,13,1,2,0,37,0,0
27.31,12,4,2,3,36,0,0
45.41,4,4,3,1,11,0,0
47.49,7,3,1,3,26,0,0
11.21,11,1,2,2,42,0,1
16.99,5,0,0,4,46,1,0
26.64,23,2,1,2,25,0,0
15.66,22,1,2,2,21,0,0
100.22,1,3,2,0,49,0,0
32.82,23,5,0,1,2,0,0
41.88,3,1,2,1,10,0,1
38.97,4,3,3,0,39,1,0
64.94,10,4,1,0,35,0,0
24.07,12,1,3,3,33,0,0
5.49,7,7,3,1,41,0,0
29.95,20,1,0,2,31,0,0
10.47,4,0,3,3,4,0,0
11.84,5,4,3,1,3,0,0
36.1,14,4,3,4,5,0,0
69.29,22,2,2,2,17,0,0
20.52,15,3,0,2,49,0,0
27.35,10,3,2,3,13,0,0
110.19,6,6,2,1,1,0,0
25.55,5,6,3,0,45,0,0
270.88,11,3,2,4,39,0,0
35.36,3,4,2,2,44,0,0
3.45,13,0,2,0,23,0,0
42.66,10,2,3,0,41,0,0
29.4,11,1,1,0,25,0,0
72.95,1,4,1,0,31,0,0
39.38,10,5,2,3,13,0,0
17.49,12,0,3,2,1,0,0
5.9,10,1,0,0,34,0,0
16.3,8,5,1,0,29,0,0
8.58,20,2,2,1,31,0,0
11.24,15,6,3,2,8,0,0
36.18,4,4,1,4,2,0,1
106.69,11,3,1,0,12,0,0
29.8,2,2,3,3,33,0,0
6.07,15,5,1,0,30,0,0
31.33,18,0,2,0,41,0,1
66.46,16,3,2,0,27,0,0
10.92,10,5,3,2,25,0,0
17.57,20,1,3,2,38,0,0
20.38,18,1,0,0,33,0,0
9.16,17,0,0,3,38,0,0
38.41,8,1,2,4,16,0,0
17.8,12,3,3,1,32,0,0
30.56,5,6,0,4,24,0,0
8.27,2,6,0,3,2,0,1
12.97,22,5,1,3,2,0,0
41.36,11,6,1,4,20,0,0
13.83,8,4,0,4,27,0,0
112.95,8,6,1,0,22,0,0
13.47,14,5,0,4,39,0,0
25.15,0,5,1,4,48,0,0
51.04,17,5,3,0,19,0,0
4.86,14,3,1,3,7,0,0
3.45,7,4,3,2,3,0,0
4.37,10,7,2,0,34,0,0
70.99,16,5,1,4,41,0,0
11.57,13,4,3,1,23,0,0
259.36,18,3,0,4,5,0,0
11.42,22,3,2,1,43,0,0
24.16,23,3,1,0,3,0,0
93.89,4,7,0,2,24,0,0
149.32,1,4,0,2,27,0,0
157.83,14,5,1,1,34,1,1
67.25,18,6,1,3,43,0,0
55.93,15,0,3,1,21,0,0
36.33,12,4,3,1,12,0,0
43.74,6,0,2,0,32,0,0
11.57,16,7,1,4,47,0,0
8.86,18,6,2,3,49,0,1
20.02,6,7,3,1,22,0,0
16.94,11,5,1,0,34,0,0
12.77,12,6,0,3,23,0,0
40.3,12,7,2,2,1,0,0
52.21,13,5,1,2,4,0,0
21.94,14,4,0,0,17,0,0
88.02,1,7,3,3,26,0,1
6.41,5,3,0,4,31,0,1
16.55,8,4,2,0,39,0,0
9.81,14,1,1,4,37,0,0
3.11,19,2,0,1,40,0,0
18.49,15,7,1,4,33,0,0
17.78,1,0,0,0,28,0,0
91.24,2,7,1,3,10,0,0
37.74,22,5,2,4,36,0,0
7.21,19,3,3,1,46,0,1
128.26,22,1,3,3,9,0,0
68.1,20,3,0,2,26,0,0
35.95,7,2,2,2,49,0,1
16.01,7,0,1,3,46,0,1
7.69,20,6,2,0,34,0,0
13.84,6,6,2,4,14,0,0
59.67,10,3,0,4,41,0,0
132.24,21,2,3,3,26,0,0
94.0,12,3,2,4,37,0,0
12.32,7,6,0,2,31,0,0
6.56,8,3,1,3,47,0,1
23.12,15,1,3,4,38,0,0
3.43,4,4,3,1,48,0,0
27.75,22,2,1,0,43,0,0
17.33,13,6,2,1,28,0,0
12.6,0,0,3,1,41,1,0
4.08,23,0,2,4,44,0,0
33.57,18,3,0,3,40,0,0
11.79,16,2,1,2,17,0,0
6.23,21,3,3,3,12,0,0
1.14,13,6,1,4,27,0,0
19.54,12,2,3,4,1,0,0
118.19,7,4,1,2,40,0,0
105.77,2,6,0,1,33,0,0
12.72,0,1,0,1,13,0,0
11.0,18,1,2,3,5,0,0
32.1,14,0,0,0,37,0,0
7.4,20,5,1,4,40,0,0
